date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold
2022-10-01,Meghalaya,4-Wheelers,1,1188
2022-11-01,Andaman & Nicobar Island,4-Wheelers,1,159
2022-12-01,Arunachal Pradesh,2-Wheelers,1,925
2022-12-01,Meghalaya,2-Wheelers,1,1180
2022-12-01,Punjab,4-Wheelers,1,13085
2023-01-01,DNH and DD,4-Wheelers,1,360
2023-01-01,Ladakh,2-Wheelers,1,20
2023-01-01,Meghalaya,4-Wheelers,1,1271
2023-03-01,Andaman & Nicobar Island,2-Wheelers,1,373
2023-03-01,Andaman & Nicobar Island,4-Wheelers,1,162
2023-03-01,Meghalaya,2-Wheelers,1,1907
2023-04-01,Andaman & Nicobar Island,4-Wheelers,1,122
2023-04-01,Arunachal Pradesh,4-Wheelers,1,892
2023-04-01,DNH and DD,4-Wheelers,1,407
2023-04-01,Nagaland,4-Wheelers,1,687
2023-04-01,Tripura,4-Wheelers,1,299
2023-05-01,Arunachal Pradesh,2-Wheelers,1,1193
2023-06-01,Andaman & Nicobar Island,4-Wheelers,1,136
2023-06-01,DNH and DD,4-Wheelers,1,370
2023-06-01,Meghalaya,2-Wheelers,1,1969
2023-07-01,Ladakh,2-Wheelers,1,117
2023-07-01,Nagaland,2-Wheelers,1,599
2023-07-01,Nagaland,4-Wheelers,1,739
2023-08-01,DNH and DD,4-Wheelers,1,357
2023-09-01,Andaman & Nicobar Island,4-Wheelers,1,148
2023-09-01,Nagaland,2-Wheelers,1,531
2023-10-01,Andaman & Nicobar Island,2-Wheelers,1,404
2023-10-01,Andaman & Nicobar Island,4-Wheelers,1,191
2023-10-01,Meghalaya,2-Wheelers,1,1776
2023-10-01,Meghalaya,4-Wheelers,1,1354
2023-11-01,Andaman & Nicobar Island,4-Wheelers,1,170
2023-11-01,Nagaland,2-Wheelers,1,634
2023-11-01,Nagaland,4-Wheelers,1,860
2023-12-01,Meghalaya,2-Wheelers,1,1518
2023-12-01,Meghalaya,4-Wheelers,1,1060
2024-01-01,Mizoram,4-Wheelers,1,513
2024-01-01,Meghalaya,4-Wheelers,1,1429
2024-02-01,Andaman & Nicobar Island,4-Wheelers,1,181
2024-02-01,Nagaland,4-Wheelers,1,822
2024-03-01,Andaman & Nicobar Island,4-Wheelers,1,158
2024-03-01,Arunachal Pradesh,4-Wheelers,1,1081
2021-04-01,Andaman & Nicobar Island,4-Wheelers,9,168
2021-04-01,Andhra Pradesh,4-Wheelers,26,7837
2021-04-01,Bihar,4-Wheelers,4,5731
2021-04-01,Chandigarh,4-Wheelers,2,1426
2021-04-01,Delhi,4-Wheelers,61,8076
2021-04-01,Goa,4-Wheelers,8,1442
2021-04-01,Gujarat,4-Wheelers,44,17386
2021-04-01,Haryana,4-Wheelers,3,15476
2021-04-01,Jharkhand,4-Wheelers,3,3425
2021-04-01,Karnataka,4-Wheelers,90,16864
2021-04-01,Kerala,4-Wheelers,132,23660
2021-04-01,Madhya Pradesh,4-Wheelers,2,5356
2021-04-01,Maharashtra,4-Wheelers,96,16829
2021-04-01,Odisha,4-Wheelers,5,5101
2021-04-01,Punjab,4-Wheelers,4,8955
2021-04-01,Rajasthan,4-Wheelers,22,10647
2021-04-01,Tamil Nadu,4-Wheelers,75,18826
2021-04-01,Uttar Pradesh,4-Wheelers,4,23056
2021-04-01,Uttarakhand,4-Wheelers,10,2728
2021-04-01,West Bengal,4-Wheelers,24,7640
2021-05-01,Andhra Pradesh,4-Wheelers,16,5831
2021-05-01,Goa,4-Wheelers,4,393
2021-05-01,Gujarat,4-Wheelers,29,15959
2021-05-01,Karnataka,4-Wheelers,2,646
2021-05-01,Kerala,4-Wheelers,48,5164
2021-05-01,Maharashtra,4-Wheelers,121,13528
2021-05-01,Puducherry,4-Wheelers,2,119
2021-05-01,Rajasthan,4-Wheelers,7,2756
2021-05-01,Tamil Nadu,4-Wheelers,14,3413
2021-05-01,Uttar Pradesh,4-Wheelers,3,14016
2021-05-01,West Bengal,4-Wheelers,6,3962
2021-06-01,Andhra Pradesh,4-Wheelers,39,6098
2021-06-01,Bihar,4-Wheelers,4,5692
2021-06-01,Chandigarh,4-Wheelers,12,2050
2021-06-01,Chhattisgarh,4-Wheelers,5,4526
2021-06-01,Delhi,4-Wheelers,148,12914
2021-06-01,Goa,4-Wheelers,14,749
2021-06-01,Gujarat,4-Wheelers,61,19359
2021-06-01,Haryana,4-Wheelers,4,13420
2021-06-01,Jharkhand,4-Wheelers,4,4405
2021-06-01,Karnataka,4-Wheelers,71,8030
2021-06-01,Kerala,4-Wheelers,140,10018
2021-06-01,Madhya Pradesh,4-Wheelers,13,12092
2021-06-01,Maharashtra,4-Wheelers,190,24817
2021-06-01,Odisha,4-Wheelers,2,3041
2021-06-01,Punjab,4-Wheelers,3,7126
2021-06-01,Rajasthan,4-Wheelers,34,12070
2021-06-01,Tamil Nadu,4-Wheelers,42,7793
2021-06-01,Uttar Pradesh,4-Wheelers,3,25704
2021-06-01,Uttarakhand,4-Wheelers,7,2972
2021-06-01,West Bengal,4-Wheelers,18,6316
2021-07-01,Andaman & Nicobar Island,4-Wheelers,8,176
2021-07-01,Andhra Pradesh,4-Wheelers,36,7877
2021-07-01,Bihar,4-Wheelers,5,5438
2021-07-01,Chandigarh,4-Wheelers,9,1916
2021-07-01,Chhattisgarh,4-Wheelers,12,4916
2021-07-01,Delhi,4-Wheelers,131,15033
2021-07-01,Goa,4-Wheelers,10,982
2021-07-01,Gujarat,4-Wheelers,53,23792
2021-07-01,Haryana,4-Wheelers,6,14524
2021-07-01,Himachal Pradesh,4-Wheelers,2,3811
2021-07-01,Jharkhand,4-Wheelers,4,5020
2021-07-01,Karnataka,4-Wheelers,196,21640
2021-07-01,Kerala,4-Wheelers,139,18406
2021-07-01,Madhya Pradesh,4-Wheelers,17,14581
2021-07-01,Maharashtra,4-Wheelers,286,38063
2021-07-01,Odisha,4-Wheelers,3,5552
2021-07-01,Punjab,4-Wheelers,3,9328
2021-07-01,Rajasthan,4-Wheelers,52,14374
2021-07-01,Tamil Nadu,4-Wheelers,88,20857
2021-07-01,Uttar Pradesh,4-Wheelers,8,27999
2021-07-01,Uttarakhand,4-Wheelers,11,4182
2021-07-01,West Bengal,4-Wheelers,37,8919
2021-08-01,Andhra Pradesh,4-Wheelers,78,8245
2021-08-01,Assam,4-Wheelers,2,6447
2021-08-01,Bihar,4-Wheelers,7,5724
2021-08-01,Chandigarh,4-Wheelers,9,1845
2021-08-01,Chhattisgarh,4-Wheelers,11,4350
2021-08-01,Delhi,4-Wheelers,157,13177
2021-08-01,Goa,4-Wheelers,19,1439
2021-08-01,Gujarat,4-Wheelers,83,20394
2021-08-01,Haryana,4-Wheelers,3,16027
2021-08-01,Jharkhand,4-Wheelers,3,5113
2021-08-01,Karnataka,4-Wheelers,137,21975
2021-08-01,Kerala,4-Wheelers,183,22813
2021-08-01,Madhya Pradesh,4-Wheelers,26,12758
2021-08-01,Maharashtra,4-Wheelers,197,35127
2021-08-01,Odisha,4-Wheelers,4,5453
2021-08-01,Punjab,4-Wheelers,4,9209
2021-08-01,Rajasthan,4-Wheelers,53,11454
2021-08-01,Tamil Nadu,4-Wheelers,88,20865
2021-08-01,Uttar Pradesh,4-Wheelers,3,24012
2021-08-01,Uttarakhand,4-Wheelers,6,3760
2021-08-01,West Bengal,4-Wheelers,28,9198
2021-09-01,Andhra Pradesh,4-Wheelers,39,7952
2021-09-01,Bihar,4-Wheelers,4,4339
2021-09-01,Chandigarh,4-Wheelers,20,1607
2021-09-01,Chhattisgarh,4-Wheelers,12,3650
2021-09-01,Delhi,4-Wheelers,265,9181
2021-09-01,Goa,4-Wheelers,34,1277
2021-09-01,Gujarat,4-Wheelers,131,24797
2021-09-01,Haryana,4-Wheelers,7,14879
2021-09-01,Jharkhand,4-Wheelers,12,3892
2021-09-01,Karnataka,4-Wheelers,227,21407
2021-09-01,Kerala,4-Wheelers,164,22063
2021-09-01,Madhya Pradesh,4-Wheelers,23,11756
2021-09-01,Maharashtra,4-Wheelers,148,27900
2021-09-01,Odisha,4-Wheelers,2,4865
2021-09-01,Puducherry,4-Wheelers,2,640
2021-09-01,Punjab,4-Wheelers,3,7521
2021-09-01,Rajasthan,4-Wheelers,69,11035
2021-09-01,Tamil Nadu,4-Wheelers,107,18823
2021-09-01,Uttar Pradesh,4-Wheelers,4,23510
2021-09-01,Uttarakhand,4-Wheelers,10,3171
2021-09-01,West Bengal,4-Wheelers,34,9437
2021-10-01,Andhra Pradesh,4-Wheelers,37,7366
2021-10-01,Bihar,4-Wheelers,7,5838
2021-10-01,Chandigarh,4-Wheelers,12,1816
2021-10-01,Chhattisgarh,4-Wheelers,11,5255
2021-10-01,Delhi,4-Wheelers,253,12876
2021-10-01,Goa,4-Wheelers,28,1165
2021-10-01,Gujarat,4-Wheelers,104,23184
2021-10-01,Haryana,4-Wheelers,8,11634
2021-10-01,Jammu and Kashmir,4-Wheelers,2,4205
2021-10-01,Jharkhand,4-Wheelers,5,4806
2021-10-01,Karnataka,4-Wheelers,163,18505
2021-10-01,Kerala,4-Wheelers,158,14562
2021-10-01,Madhya Pradesh,4-Wheelers,20,9554
2021-10-01,Maharashtra,4-Wheelers,298,33771
2021-10-01,Odisha,4-Wheelers,2,5830
2021-10-01,Punjab,4-Wheelers,5,8523
2021-10-01,Rajasthan,4-Wheelers,86,12823
2021-10-01,Tamil Nadu,4-Wheelers,119,14796
2021-10-01,Uttar Pradesh,4-Wheelers,10,23095
2021-10-01,Uttarakhand,4-Wheelers,13,3523
2021-10-01,West Bengal,4-Wheelers,33,7120
2021-11-01,Andhra Pradesh,4-Wheelers,34,7374
2021-11-01,Bihar,4-Wheelers,11,6992
2021-11-01,Chandigarh,4-Wheelers,16,1919
2021-11-01,Chhattisgarh,4-Wheelers,14,4824
2021-11-01,Delhi,4-Wheelers,185,11782
2021-11-01,Goa,4-Wheelers,20,1293
2021-11-01,Gujarat,4-Wheelers,121,22396
2021-11-01,Haryana,4-Wheelers,13,16035
2021-11-01,Jharkhand,4-Wheelers,8,5320
2021-11-01,Karnataka,4-Wheelers,153,17247
2021-11-01,Kerala,4-Wheelers,214,15244
2021-11-01,Madhya Pradesh,4-Wheelers,31,12871
2021-11-01,Maharashtra,4-Wheelers,515,28322
2021-11-01,Odisha,4-Wheelers,18,5095
2021-11-01,Punjab,4-Wheelers,3,9015
2021-11-01,Rajasthan,4-Wheelers,79,16115
2021-11-01,Tamil Nadu,4-Wheelers,108,15533
2021-11-01,Uttar Pradesh,4-Wheelers,10,29608
2021-11-01,Uttarakhand,4-Wheelers,12,3954
2021-11-01,West Bengal,4-Wheelers,59,8836
2021-12-01,Andhra Pradesh,4-Wheelers,31,6314
2021-12-01,Assam,4-Wheelers,3,6737
2021-12-01,Bihar,4-Wheelers,7,5031
2021-12-01,Chandigarh,4-Wheelers,12,1985
2021-12-01,Chhattisgarh,4-Wheelers,5,3651
2021-12-01,Delhi,4-Wheelers,277,12633
2021-12-01,Goa,4-Wheelers,19,1306
2021-12-01,Gujarat,4-Wheelers,163,24277
2021-12-01,Haryana,4-Wheelers,11,16015
2021-12-01,Jharkhand,4-Wheelers,3,4258
2021-12-01,Karnataka,4-Wheelers,153,16243
2021-12-01,Kerala,4-Wheelers,186,16994
2021-12-01,Madhya Pradesh,4-Wheelers,30,11820
2021-12-01,Maharashtra,4-Wheelers,1392,29346
2021-12-01,Odisha,4-Wheelers,20,4634
2021-12-01,Puducherry,4-Wheelers,2,608
2021-12-01,Punjab,4-Wheelers,6,10624
2021-12-01,Rajasthan,4-Wheelers,73,12739
2021-12-01,Tamil Nadu,4-Wheelers,121,17001
2021-12-01,Uttar Pradesh,4-Wheelers,21,33774
2021-12-01,Uttarakhand,4-Wheelers,38,4270
2021-12-01,West Bengal,4-Wheelers,39,8452
2022-01-01,Andhra Pradesh,4-Wheelers,29,8418
2022-01-01,Bihar,4-Wheelers,10,5538
2022-01-01,Chandigarh,4-Wheelers,7,1519
2022-01-01,Chhattisgarh,4-Wheelers,11,4667
2022-01-01,Delhi,4-Wheelers,282,13659
2022-01-01,Goa,4-Wheelers,26,1185
2022-01-01,Gujarat,4-Wheelers,97,21963
2022-01-01,Haryana,4-Wheelers,26,17633
2022-01-01,Himachal Pradesh,4-Wheelers,3,3090
2022-01-01,Jharkhand,4-Wheelers,5,4345
2022-01-01,Karnataka,4-Wheelers,209,21967
2022-01-01,Kerala,4-Wheelers,212,17441
2022-01-01,Madhya Pradesh,4-Wheelers,25,11325
2022-01-01,Maharashtra,4-Wheelers,263,35772
2022-01-01,Odisha,4-Wheelers,27,5876
2022-01-01,Punjab,4-Wheelers,7,9792
2022-01-01,Rajasthan,4-Wheelers,92,13658
2022-01-01,Tamil Nadu,4-Wheelers,121,20494
2022-01-01,Uttar Pradesh,4-Wheelers,14,32561
2022-01-01,Uttarakhand,4-Wheelers,30,4241
2022-01-01,West Bengal,4-Wheelers,54,7968
2022-02-01,Andhra Pradesh,4-Wheelers,43,6361
2022-02-01,Assam,4-Wheelers,3,6152
2022-02-01,Bihar,4-Wheelers,8,5658
2022-02-01,Chandigarh,4-Wheelers,11,1941
2022-02-01,Chhattisgarh,4-Wheelers,20,3922
2022-02-01,Delhi,4-Wheelers,298,12608
2022-02-01,Goa,4-Wheelers,62,1160
2022-02-01,Gujarat,4-Wheelers,128,24012
2022-02-01,Haryana,4-Wheelers,28,16353
2022-02-01,Himachal Pradesh,4-Wheelers,5,3616
2022-02-01,Jammu and Kashmir,4-Wheelers,7,4679
2022-02-01,Jharkhand,4-Wheelers,4,4335
2022-02-01,Karnataka,4-Wheelers,202,17561
2022-02-01,Kerala,4-Wheelers,327,14575
2022-02-01,Madhya Pradesh,4-Wheelers,22,11274
2022-02-01,Maharashtra,4-Wheelers,905,31805
2022-02-01,Odisha,4-Wheelers,27,5023
2022-02-01,Punjab,4-Wheelers,5,9464
2022-02-01,Rajasthan,4-Wheelers,116,14811
2022-02-01,Tamil Nadu,4-Wheelers,135,16711
2022-02-01,Uttar Pradesh,4-Wheelers,22,28479
2022-02-01,Uttarakhand,4-Wheelers,24,3820
2022-02-01,West Bengal,4-Wheelers,45,7395
2022-03-01,Andaman & Nicobar Island,4-Wheelers,2,108
2022-03-01,Andhra Pradesh,4-Wheelers,55,7288
2022-03-01,Assam,4-Wheelers,2,7281
2022-03-01,Bihar,4-Wheelers,12,6694
2022-03-01,Chandigarh,4-Wheelers,14,2279
2022-03-01,Chhattisgarh,4-Wheelers,19,4200
2022-03-01,Delhi,4-Wheelers,220,13385
2022-03-01,Goa,4-Wheelers,91,1474
2022-03-01,Gujarat,4-Wheelers,249,26077
2022-03-01,Haryana,4-Wheelers,13,18621
2022-03-01,Himachal Pradesh,4-Wheelers,3,3371
2022-03-01,Jammu and Kashmir,4-Wheelers,4,4854
2022-03-01,Jharkhand,4-Wheelers,5,5062
2022-03-01,Karnataka,4-Wheelers,230,22167
2022-03-01,Kerala,4-Wheelers,331,16628
2022-03-01,Madhya Pradesh,4-Wheelers,35,11616
2022-03-01,Maharashtra,4-Wheelers,2060,39762
2022-03-01,Odisha,4-Wheelers,31,6098
2022-03-01,Puducherry,4-Wheelers,3,817
2022-03-01,Punjab,4-Wheelers,4,10836
2022-03-01,Rajasthan,4-Wheelers,89,13751
2022-03-01,Tamil Nadu,4-Wheelers,168,20604
2022-03-01,Uttar Pradesh,4-Wheelers,18,29324
2022-03-01,Uttarakhand,4-Wheelers,20,4026
2022-03-01,West Bengal,4-Wheelers,41,8539
2022-04-01,Andhra Pradesh,4-Wheelers,54,7195
2022-04-01,Assam,4-Wheelers,2,6354
2022-04-01,Bihar,4-Wheelers,8,5981
2022-04-01,Chandigarh,4-Wheelers,12,2167
2022-04-01,Chhattisgarh,4-Wheelers,20,4861
2022-04-01,Delhi,4-Wheelers,566,15811
2022-04-01,Goa,4-Wheelers,31,1390
2022-04-01,Gujarat,4-Wheelers,171,26534
2022-04-01,Haryana,4-Wheelers,11,16721
2022-04-01,Himachal Pradesh,4-Wheelers,4,3140
2022-04-01,Jammu and Kashmir,4-Wheelers,3,4468
2022-04-01,Jharkhand,4-Wheelers,9,4564
2022-04-01,Karnataka,4-Wheelers,311,24129
2022-04-01,Kerala,4-Wheelers,275,16142
2022-04-01,Madhya Pradesh,4-Wheelers,37,11896
2022-04-01,Maharashtra,4-Wheelers,354,32449
2022-04-01,Odisha,4-Wheelers,31,5448
2022-04-01,Puducherry,4-Wheelers,2,702
2022-04-01,Punjab,4-Wheelers,3,10147
2022-04-01,Rajasthan,4-Wheelers,87,15176
2022-04-01,Tamil Nadu,4-Wheelers,154,17499
2022-04-01,Uttar Pradesh,4-Wheelers,11,32173
2022-04-01,Uttarakhand,4-Wheelers,49,4116
2022-04-01,West Bengal,4-Wheelers,40,8560
2022-05-01,Andhra Pradesh,4-Wheelers,59,6927
2022-05-01,Assam,4-Wheelers,7,6761
2022-05-01,Bihar,4-Wheelers,12,6495
2022-05-01,Chandigarh,4-Wheelers,20,2248
2022-05-01,Chhattisgarh,4-Wheelers,24,4397
2022-05-01,Delhi,4-Wheelers,750,15194
2022-05-01,Goa,4-Wheelers,51,1360
2022-05-01,Gujarat,4-Wheelers,163,23174
2022-05-01,Haryana,4-Wheelers,31,18343
2022-05-01,Himachal Pradesh,4-Wheelers,3,3778
2022-05-01,Jammu and Kashmir,4-Wheelers,2,4775
2022-05-01,Jharkhand,4-Wheelers,3,4306
2022-05-01,Karnataka,4-Wheelers,241,20924
2022-05-01,Kerala,4-Wheelers,258,15706
2022-05-01,Madhya Pradesh,4-Wheelers,43,14017
2022-05-01,Maharashtra,4-Wheelers,794,34222
2022-05-01,Meghalaya,4-Wheelers,3,1051
2022-05-01,Odisha,4-Wheelers,40,5583
2022-05-01,Puducherry,4-Wheelers,2,726
2022-05-01,Punjab,4-Wheelers,2,9843
2022-05-01,Rajasthan,4-Wheelers,124,17047
2022-05-01,Tamil Nadu,4-Wheelers,202,19368
2022-05-01,Uttar Pradesh,4-Wheelers,26,30695
2022-05-01,Uttarakhand,4-Wheelers,22,3948
2022-05-01,West Bengal,4-Wheelers,76,8341
2022-06-01,Andhra Pradesh,4-Wheelers,47,6652
2022-06-01,Assam,4-Wheelers,9,5825
2022-06-01,Bihar,4-Wheelers,16,5543
2022-06-01,Chandigarh,4-Wheelers,19,1993
2022-06-01,Chhattisgarh,4-Wheelers,32,3933
2022-06-01,DNH and DD,4-Wheelers,4,369
2022-06-01,Delhi,4-Wheelers,267,14908
2022-06-01,Goa,4-Wheelers,74,1342
2022-06-01,Gujarat,4-Wheelers,337,26192
2022-06-01,Haryana,4-Wheelers,26,17365
2022-06-01,Himachal Pradesh,4-Wheelers,2,3457
2022-06-01,Jammu and Kashmir,4-Wheelers,4,4239
2022-06-01,Jharkhand,4-Wheelers,19,4097
2022-06-01,Karnataka,4-Wheelers,359,22817
2022-06-01,Kerala,4-Wheelers,345,16486
2022-06-01,Madhya Pradesh,4-Wheelers,42,12480
2022-06-01,Maharashtra,4-Wheelers,1082,35587
2022-06-01,Odisha,4-Wheelers,32,5778
2022-06-01,Puducherry,4-Wheelers,9,808
2022-06-01,Punjab,4-Wheelers,3,9388
2022-06-01,Rajasthan,4-Wheelers,136,13559
2022-06-01,Tamil Nadu,4-Wheelers,199,20592
2022-06-01,Uttar Pradesh,4-Wheelers,17,27820
2022-06-01,Uttarakhand,4-Wheelers,38,3959
2022-06-01,West Bengal,4-Wheelers,91,8407
2022-07-01,Andhra Pradesh,4-Wheelers,63,6757
2022-07-01,Assam,4-Wheelers,11,6769
2022-07-01,Bihar,4-Wheelers,10,5215
2022-07-01,Chandigarh,4-Wheelers,21,2709
2022-07-01,Chhattisgarh,4-Wheelers,29,4394
2022-07-01,Delhi,4-Wheelers,438,16056
2022-07-01,Goa,4-Wheelers,107,1545
2022-07-01,Gujarat,4-Wheelers,308,24735
2022-07-01,Haryana,4-Wheelers,135,17539
2022-07-01,Himachal Pradesh,4-Wheelers,6,3618
2022-07-01,Jammu and Kashmir,4-Wheelers,9,4577
2022-07-01,Jharkhand,4-Wheelers,7,4187
2022-07-01,Karnataka,4-Wheelers,358,19322
2022-07-01,Kerala,4-Wheelers,292,14993
2022-07-01,Madhya Pradesh,4-Wheelers,45,11437
2022-07-01,Maharashtra,4-Wheelers,1098,35100
2022-07-01,Meghalaya,4-Wheelers,2,1053
2022-07-01,Odisha,4-Wheelers,29,5336
2022-07-01,Puducherry,4-Wheelers,5,681
2022-07-01,Punjab,4-Wheelers,7,9415
2022-07-01,Rajasthan,4-Wheelers,102,12817
2022-07-01,Tamil Nadu,4-Wheelers,176,17830
2022-07-01,Uttar Pradesh,4-Wheelers,19,27276
2022-07-01,Uttarakhand,4-Wheelers,34,3820
2022-07-01,West Bengal,4-Wheelers,93,8312
2022-08-01,Andhra Pradesh,4-Wheelers,64,7491
2022-08-01,Assam,4-Wheelers,10,6733
2022-08-01,Bihar,4-Wheelers,15,5012
2022-08-01,Chandigarh,4-Wheelers,19,1903
2022-08-01,Chhattisgarh,4-Wheelers,35,3974
2022-08-01,Delhi,4-Wheelers,443,16315
2022-08-01,Goa,4-Wheelers,44,2364
2022-08-01,Gujarat,4-Wheelers,230,23571
2022-08-01,Haryana,4-Wheelers,163,18545
2022-08-01,Himachal Pradesh,4-Wheelers,2,3517
2022-08-01,Jammu and Kashmir,4-Wheelers,3,4299
2022-08-01,Jharkhand,4-Wheelers,15,4040
2022-08-01,Karnataka,4-Wheelers,363,23924
2022-08-01,Kerala,4-Wheelers,342,21051
2022-08-01,Ladakh,4-Wheelers,9,269
2022-08-01,Madhya Pradesh,4-Wheelers,72,15953
2022-08-01,Maharashtra,4-Wheelers,992,40173
2022-08-01,Odisha,4-Wheelers,43,5716
2022-08-01,Puducherry,4-Wheelers,4,758
2022-08-01,Punjab,4-Wheelers,3,9913
2022-08-01,Rajasthan,4-Wheelers,145,12578
2022-08-01,Tamil Nadu,4-Wheelers,182,20944
2022-08-01,Uttar Pradesh,4-Wheelers,15,25778
2022-08-01,Uttarakhand,4-Wheelers,34,3599
2022-08-01,West Bengal,4-Wheelers,110,9228
2022-09-01,Andhra Pradesh,4-Wheelers,61,8003
2022-09-01,Assam,4-Wheelers,13,8690
2022-09-01,Bihar,4-Wheelers,14,5315
2022-09-01,Chandigarh,4-Wheelers,26,2119
2022-09-01,Chhattisgarh,4-Wheelers,50,3978
2022-09-01,Delhi,4-Wheelers,471,14076
2022-09-01,Goa,4-Wheelers,42,1687
2022-09-01,Gujarat,4-Wheelers,299,25102
2022-09-01,Haryana,4-Wheelers,49,14140
2022-09-01,Himachal Pradesh,4-Wheelers,4,2815
2022-09-01,Jammu and Kashmir,4-Wheelers,4,4432
2022-09-01,Jharkhand,4-Wheelers,31,4183
2022-09-01,Karnataka,4-Wheelers,493,25136
2022-09-01,Kerala,4-Wheelers,397,19551
2022-09-01,Madhya Pradesh,4-Wheelers,61,11080
2022-09-01,Maharashtra,4-Wheelers,939,33643
2022-09-01,Meghalaya,4-Wheelers,2,1047
2022-09-01,Odisha,4-Wheelers,40,5941
2022-09-01,Puducherry,4-Wheelers,2,858
2022-09-01,Punjab,4-Wheelers,4,8968
2022-09-01,Rajasthan,4-Wheelers,150,12513
2022-09-01,Tamil Nadu,4-Wheelers,218,21233
2022-09-01,Uttar Pradesh,4-Wheelers,23,22777
2022-09-01,Uttarakhand,4-Wheelers,29,3066
2022-09-01,West Bengal,4-Wheelers,123,11473
2022-10-01,Andhra Pradesh,4-Wheelers,57,8075
2022-10-01,Assam,4-Wheelers,11,7529
2022-10-01,Bihar,4-Wheelers,19,7888
2022-10-01,Chandigarh,4-Wheelers,16,2422
2022-10-01,Chhattisgarh,4-Wheelers,51,7365
2022-10-01,DNH and DD,4-Wheelers,2,432
2022-10-01,Delhi,4-Wheelers,633,18613
2022-10-01,Goa,4-Wheelers,40,2230
2022-10-01,Gujarat,4-Wheelers,189,31456
2022-10-01,Haryana,4-Wheelers,39,21475
2022-10-01,Himachal Pradesh,4-Wheelers,2,3447
2022-10-01,Jammu and Kashmir,4-Wheelers,8,4556
2022-10-01,Jharkhand,4-Wheelers,22,6208
2022-10-01,Karnataka,4-Wheelers,563,26091
2022-10-01,Kerala,4-Wheelers,419,16857
2022-10-01,Madhya Pradesh,4-Wheelers,63,22052
2022-10-01,Maharashtra,4-Wheelers,1174,51561
2022-10-01,Odisha,4-Wheelers,43,6848
2022-10-01,Puducherry,4-Wheelers,4,754
2022-10-01,Punjab,4-Wheelers,3,10552
2022-10-01,Rajasthan,4-Wheelers,204,22678
2022-10-01,Tamil Nadu,4-Wheelers,184,18425
2022-10-01,Uttar Pradesh,4-Wheelers,21,42577
2022-10-01,Uttarakhand,4-Wheelers,50,5163
2022-10-01,West Bengal,4-Wheelers,94,6483
2022-11-01,Andhra Pradesh,4-Wheelers,95,6272
2022-11-01,Assam,4-Wheelers,10,7676
2022-11-01,Bihar,4-Wheelers,6,6295
2022-11-01,Chandigarh,4-Wheelers,61,2279
2022-11-01,Chhattisgarh,4-Wheelers,33,3846
2022-11-01,DNH and DD,4-Wheelers,2,455
2022-11-01,Delhi,4-Wheelers,483,15949
2022-11-01,Goa,4-Wheelers,26,1797
2022-11-01,Gujarat,4-Wheelers,374,36212
2022-11-01,Haryana,4-Wheelers,133,21202
2022-11-01,Himachal Pradesh,4-Wheelers,2,5135
2022-11-01,Jharkhand,4-Wheelers,15,4657
2022-11-01,Karnataka,4-Wheelers,564,23618
2022-11-01,Kerala,4-Wheelers,325,15267
2022-11-01,Madhya Pradesh,4-Wheelers,54,10575
2022-11-01,Maharashtra,4-Wheelers,1144,35215
2022-11-01,Odisha,4-Wheelers,53,5833
2022-11-01,Puducherry,4-Wheelers,9,782
2022-11-01,Rajasthan,4-Wheelers,113,15252
2022-11-01,Tamil Nadu,4-Wheelers,311,20180
2022-11-01,Uttar Pradesh,4-Wheelers,11,31886
2022-11-01,Uttarakhand,4-Wheelers,31,5199
2022-11-01,West Bengal,4-Wheelers,121,10465
2022-12-01,Andaman & Nicobar Island,4-Wheelers,3,229
2022-12-01,Andhra Pradesh,4-Wheelers,120,6769
2022-12-01,Assam,4-Wheelers,4,8441
2022-12-01,Bihar,4-Wheelers,5,4752
2022-12-01,Chandigarh,4-Wheelers,46,2261
2022-12-01,Chhattisgarh,4-Wheelers,40,3887
2022-12-01,DNH and DD,4-Wheelers,2,365
2022-12-01,Delhi,4-Wheelers,791,15492
2022-12-01,Goa,4-Wheelers,30,1744
2022-12-01,Gujarat,4-Wheelers,260,27614
2022-12-01,Haryana,4-Wheelers,177,18223
2022-12-01,Himachal Pradesh,4-Wheelers,7,4026
2022-12-01,Jammu and Kashmir,4-Wheelers,4,5304
2022-12-01,Jharkhand,4-Wheelers,22,3979
2022-12-01,Karnataka,4-Wheelers,438,22142
2022-12-01,Kerala,4-Wheelers,298,16601
2022-12-01,Madhya Pradesh,4-Wheelers,35,11124
2022-12-01,Maharashtra,4-Wheelers,887,32422
2022-12-01,Odisha,4-Wheelers,42,6616
2022-12-01,Puducherry,4-Wheelers,4,690
2022-12-01,Rajasthan,4-Wheelers,110,12634
2022-12-01,Tamil Nadu,4-Wheelers,406,20201
2022-12-01,Uttar Pradesh,4-Wheelers,13,27230
2022-12-01,Uttarakhand,4-Wheelers,24,3881
2022-12-01,West Bengal,4-Wheelers,65,8047
2023-01-01,Andhra Pradesh,4-Wheelers,121,10775
2023-01-01,Assam,4-Wheelers,5,7240
2023-01-01,Bihar,4-Wheelers,19,6600
2023-01-01,Chandigarh,4-Wheelers,50,2500
2023-01-01,Chhattisgarh,4-Wheelers,56,4880
2023-01-01,Delhi,4-Wheelers,331,17993
2023-01-01,Goa,4-Wheelers,44,1888
