date,Fiscal_year,Quater,state,vehicle_category,maker,state_sales,Maker_sales,total_vehicle_sold
2021-09-01,2022,Q2,Punjab,4-Wheelers,"Mercedes -Benz AG",3,2,7521
2021-09-01,2022,Q2,Punjab,4-Wheelers,"Hyundai Motor",3,6,7521
2021-09-01,2022,Q2,Punjab,4-Wheelers,"Mahindra & Mahindra",3,276,7521
2021-09-01,2022,Q2,Punjab,4-Wheelers,"MG Motor",3,263,7521
2021-09-01,2022,Q2,Punjab,4-Wheelers,"Tata Motors",3,772,7521
2021-09-01,2022,Q2,Punjab,4-Wheelers,"KIA Motors",3,0,7521
2021-09-01,2022,Q2,Punjab,4-Wheelers,"Volvo Auto India",3,0,7521
2021-09-01,2022,Q2,Punjab,4-Wheelers,"BMW India",3,0,7521
2021-09-01,2022,Q2,Punjab,4-Wheelers,"PCA Automobiles",3,0,7521
2021-09-01,2022,Q2,Punjab,4-Wheelers,"BYD India",3,0,7521
2021-09-01,2022,Q2,Rajasthan,4-Wheelers,"Mercedes -Benz AG",69,2,11035
2021-09-01,2022,Q2,Rajasthan,4-Wheelers,"Hyundai Motor",69,6,11035
2021-09-01,2022,Q2,Rajasthan,4-Wheelers,"Mahindra & Mahindra",69,276,11035
2021-09-01,2022,Q2,Rajasthan,4-Wheelers,"MG Motor",69,263,11035
2021-09-01,2022,Q2,Rajasthan,4-Wheelers,"Tata Motors",69,772,11035
2021-09-01,2022,Q2,Rajasthan,4-Wheelers,"KIA Motors",69,0,11035
2021-09-01,2022,Q2,Rajasthan,4-Wheelers,"Volvo Auto India",69,0,11035
2021-09-01,2022,Q2,Rajasthan,4-Wheelers,"BMW India",69,0,11035
2021-09-01,2022,Q2,Rajasthan,4-Wheelers,"PCA Automobiles",69,0,11035
2021-09-01,2022,Q2,Rajasthan,4-Wheelers,"BYD India",69,0,11035
2021-09-01,2022,Q2,"Tamil Nadu",4-Wheelers,"Mercedes -Benz AG",107,2,18823
2021-09-01,2022,Q2,"Tamil Nadu",4-Wheelers,"Hyundai Motor",107,6,18823
2021-09-01,2022,Q2,"Tamil Nadu",4-Wheelers,"Mahindra & Mahindra",107,276,18823
2021-09-01,2022,Q2,"Tamil Nadu",4-Wheelers,"MG Motor",107,263,18823
2021-09-01,2022,Q2,"Tamil Nadu",4-Wheelers,"Tata Motors",107,772,18823
2021-09-01,2022,Q2,"Tamil Nadu",4-Wheelers,"KIA Motors",107,0,18823
2021-09-01,2022,Q2,"Tamil Nadu",4-Wheelers,"Volvo Auto India",107,0,18823
2021-09-01,2022,Q2,"Tamil Nadu",4-Wheelers,"BMW India",107,0,18823
2021-09-01,2022,Q2,"Tamil Nadu",4-Wheelers,"PCA Automobiles",107,0,18823
2021-09-01,2022,Q2,"Tamil Nadu",4-Wheelers,"BYD India",107,0,18823
2021-09-01,2022,Q2,"Uttar Pradesh",4-Wheelers,"Mercedes -Benz AG",4,2,23510
2021-09-01,2022,Q2,"Uttar Pradesh",4-Wheelers,"Hyundai Motor",4,6,23510
2021-09-01,2022,Q2,"Uttar Pradesh",4-Wheelers,"Mahindra & Mahindra",4,276,23510
2021-09-01,2022,Q2,"Uttar Pradesh",4-Wheelers,"MG Motor",4,263,23510
2021-09-01,2022,Q2,"Uttar Pradesh",4-Wheelers,"Tata Motors",4,772,23510
2021-09-01,2022,Q2,"Uttar Pradesh",4-Wheelers,"KIA Motors",4,0,23510
2021-09-01,2022,Q2,"Uttar Pradesh",4-Wheelers,"Volvo Auto India",4,0,23510
2021-09-01,2022,Q2,"Uttar Pradesh",4-Wheelers,"BMW India",4,0,23510
2021-09-01,2022,Q2,"Uttar Pradesh",4-Wheelers,"PCA Automobiles",4,0,23510
2021-09-01,2022,Q2,"Uttar Pradesh",4-Wheelers,"BYD India",4,0,23510
2021-09-01,2022,Q2,Uttarakhand,4-Wheelers,"Mercedes -Benz AG",10,2,3171
2021-09-01,2022,Q2,Uttarakhand,4-Wheelers,"Hyundai Motor",10,6,3171
2021-09-01,2022,Q2,Uttarakhand,4-Wheelers,"Mahindra & Mahindra",10,276,3171
2021-09-01,2022,Q2,Uttarakhand,4-Wheelers,"MG Motor",10,263,3171
2021-09-01,2022,Q2,Uttarakhand,4-Wheelers,"Tata Motors",10,772,3171
2021-09-01,2022,Q2,Uttarakhand,4-Wheelers,"KIA Motors",10,0,3171
2021-09-01,2022,Q2,Uttarakhand,4-Wheelers,"Volvo Auto India",10,0,3171
2021-09-01,2022,Q2,Uttarakhand,4-Wheelers,"BMW India",10,0,3171
2021-09-01,2022,Q2,Uttarakhand,4-Wheelers,"PCA Automobiles",10,0,3171
2021-09-01,2022,Q2,Uttarakhand,4-Wheelers,"BYD India",10,0,3171
2021-09-01,2022,Q2,"West Bengal",4-Wheelers,"Mercedes -Benz AG",34,2,9437
2021-09-01,2022,Q2,"West Bengal",4-Wheelers,"Hyundai Motor",34,6,9437
2021-09-01,2022,Q2,"West Bengal",4-Wheelers,"Mahindra & Mahindra",34,276,9437
2021-09-01,2022,Q2,"West Bengal",4-Wheelers,"MG Motor",34,263,9437
2021-09-01,2022,Q2,"West Bengal",4-Wheelers,"Tata Motors",34,772,9437
2021-09-01,2022,Q2,"West Bengal",4-Wheelers,"KIA Motors",34,0,9437
2021-09-01,2022,Q2,"West Bengal",4-Wheelers,"Volvo Auto India",34,0,9437
2021-09-01,2022,Q2,"West Bengal",4-Wheelers,"BMW India",34,0,9437
2021-09-01,2022,Q2,"West Bengal",4-Wheelers,"PCA Automobiles",34,0,9437
2021-09-01,2022,Q2,"West Bengal",4-Wheelers,"BYD India",34,0,9437
2021-10-01,2022,Q3,"Andhra Pradesh",4-Wheelers,"Mercedes -Benz AG",37,3,7366
2021-10-01,2022,Q3,"Andhra Pradesh",4-Wheelers,"Hyundai Motor",37,8,7366
2021-10-01,2022,Q3,"Andhra Pradesh",4-Wheelers,"Mahindra & Mahindra",37,369,7366
2021-10-01,2022,Q3,"Andhra Pradesh",4-Wheelers,"MG Motor",37,194,7366
2021-10-01,2022,Q3,"Andhra Pradesh",4-Wheelers,"Tata Motors",37,803,7366
2021-10-01,2022,Q3,"Andhra Pradesh",4-Wheelers,"KIA Motors",37,0,7366
2021-10-01,2022,Q3,"Andhra Pradesh",4-Wheelers,"Volvo Auto India",37,0,7366
2021-10-01,2022,Q3,"Andhra Pradesh",4-Wheelers,"BMW India",37,0,7366
2021-10-01,2022,Q3,"Andhra Pradesh",4-Wheelers,"PCA Automobiles",37,0,7366
2021-10-01,2022,Q3,"Andhra Pradesh",4-Wheelers,"BYD India",37,0,7366
2021-10-01,2022,Q3,Bihar,4-Wheelers,"Mercedes -Benz AG",7,3,5838
2021-10-01,2022,Q3,Bihar,4-Wheelers,"Hyundai Motor",7,8,5838
2021-10-01,2022,Q3,Bihar,4-Wheelers,"Mahindra & Mahindra",7,369,5838
2021-10-01,2022,Q3,Bihar,4-Wheelers,"MG Motor",7,194,5838
2021-10-01,2022,Q3,Bihar,4-Wheelers,"Tata Motors",7,803,5838
2021-10-01,2022,Q3,Bihar,4-Wheelers,"KIA Motors",7,0,5838
2021-10-01,2022,Q3,Bihar,4-Wheelers,"Volvo Auto India",7,0,5838
2021-10-01,2022,Q3,Bihar,4-Wheelers,"BMW India",7,0,5838
2021-10-01,2022,Q3,Bihar,4-Wheelers,"PCA Automobiles",7,0,5838
2021-10-01,2022,Q3,Bihar,4-Wheelers,"BYD India",7,0,5838
2021-10-01,2022,Q3,Chandigarh,4-Wheelers,"Mercedes -Benz AG",12,3,1816
2021-10-01,2022,Q3,Chandigarh,4-Wheelers,"Hyundai Motor",12,8,1816
2021-10-01,2022,Q3,Chandigarh,4-Wheelers,"Mahindra & Mahindra",12,369,1816
2021-10-01,2022,Q3,Chandigarh,4-Wheelers,"MG Motor",12,194,1816
2021-10-01,2022,Q3,Chandigarh,4-Wheelers,"Tata Motors",12,803,1816
2021-10-01,2022,Q3,Chandigarh,4-Wheelers,"KIA Motors",12,0,1816
2021-10-01,2022,Q3,Chandigarh,4-Wheelers,"Volvo Auto India",12,0,1816
2021-10-01,2022,Q3,Chandigarh,4-Wheelers,"BMW India",12,0,1816
2021-10-01,2022,Q3,Chandigarh,4-Wheelers,"PCA Automobiles",12,0,1816
2021-10-01,2022,Q3,Chandigarh,4-Wheelers,"BYD India",12,0,1816
2021-10-01,2022,Q3,Chhattisgarh,4-Wheelers,"Mercedes -Benz AG",11,3,5255
2021-10-01,2022,Q3,Chhattisgarh,4-Wheelers,"Hyundai Motor",11,8,5255
2021-10-01,2022,Q3,Chhattisgarh,4-Wheelers,"Mahindra & Mahindra",11,369,5255
2021-10-01,2022,Q3,Chhattisgarh,4-Wheelers,"MG Motor",11,194,5255
2021-10-01,2022,Q3,Chhattisgarh,4-Wheelers,"Tata Motors",11,803,5255
2021-10-01,2022,Q3,Chhattisgarh,4-Wheelers,"KIA Motors",11,0,5255
2021-10-01,2022,Q3,Chhattisgarh,4-Wheelers,"Volvo Auto India",11,0,5255
2021-10-01,2022,Q3,Chhattisgarh,4-Wheelers,"BMW India",11,0,5255
2021-10-01,2022,Q3,Chhattisgarh,4-Wheelers,"PCA Automobiles",11,0,5255
2021-10-01,2022,Q3,Chhattisgarh,4-Wheelers,"BYD India",11,0,5255
2021-10-01,2022,Q3,Delhi,4-Wheelers,"Mercedes -Benz AG",253,3,12876
2021-10-01,2022,Q3,Delhi,4-Wheelers,"Hyundai Motor",253,8,12876
2021-10-01,2022,Q3,Delhi,4-Wheelers,"Mahindra & Mahindra",253,369,12876
2021-10-01,2022,Q3,Delhi,4-Wheelers,"MG Motor",253,194,12876
2021-10-01,2022,Q3,Delhi,4-Wheelers,"Tata Motors",253,803,12876
2021-10-01,2022,Q3,Delhi,4-Wheelers,"KIA Motors",253,0,12876
2021-10-01,2022,Q3,Delhi,4-Wheelers,"Volvo Auto India",253,0,12876
2021-10-01,2022,Q3,Delhi,4-Wheelers,"BMW India",253,0,12876
2021-10-01,2022,Q3,Delhi,4-Wheelers,"PCA Automobiles",253,0,12876
2021-10-01,2022,Q3,Delhi,4-Wheelers,"BYD India",253,0,12876
2021-10-01,2022,Q3,Goa,4-Wheelers,"Mercedes -Benz AG",28,3,1165
2021-10-01,2022,Q3,Goa,4-Wheelers,"Hyundai Motor",28,8,1165
2021-10-01,2022,Q3,Goa,4-Wheelers,"Mahindra & Mahindra",28,369,1165
2021-10-01,2022,Q3,Goa,4-Wheelers,"MG Motor",28,194,1165
2021-10-01,2022,Q3,Goa,4-Wheelers,"Tata Motors",28,803,1165
2021-10-01,2022,Q3,Goa,4-Wheelers,"KIA Motors",28,0,1165
2021-10-01,2022,Q3,Goa,4-Wheelers,"Volvo Auto India",28,0,1165
2021-10-01,2022,Q3,Goa,4-Wheelers,"BMW India",28,0,1165
2021-10-01,2022,Q3,Goa,4-Wheelers,"PCA Automobiles",28,0,1165
2021-10-01,2022,Q3,Goa,4-Wheelers,"BYD India",28,0,1165
2021-10-01,2022,Q3,Gujarat,4-Wheelers,"Mercedes -Benz AG",104,3,23184
2021-10-01,2022,Q3,Gujarat,4-Wheelers,"Hyundai Motor",104,8,23184
2021-10-01,2022,Q3,Gujarat,4-Wheelers,"Mahindra & Mahindra",104,369,23184
2021-10-01,2022,Q3,Gujarat,4-Wheelers,"MG Motor",104,194,23184
2021-10-01,2022,Q3,Gujarat,4-Wheelers,"Tata Motors",104,803,23184
2021-10-01,2022,Q3,Gujarat,4-Wheelers,"KIA Motors",104,0,23184
2021-10-01,2022,Q3,Gujarat,4-Wheelers,"Volvo Auto India",104,0,23184
2021-10-01,2022,Q3,Gujarat,4-Wheelers,"BMW India",104,0,23184
2021-10-01,2022,Q3,Gujarat,4-Wheelers,"PCA Automobiles",104,0,23184
2021-10-01,2022,Q3,Gujarat,4-Wheelers,"BYD India",104,0,23184
2021-10-01,2022,Q3,Haryana,4-Wheelers,"Mercedes -Benz AG",8,3,11634
2021-10-01,2022,Q3,Haryana,4-Wheelers,"Hyundai Motor",8,8,11634
2021-10-01,2022,Q3,Haryana,4-Wheelers,"Mahindra & Mahindra",8,369,11634
2021-10-01,2022,Q3,Haryana,4-Wheelers,"MG Motor",8,194,11634
2021-10-01,2022,Q3,Haryana,4-Wheelers,"Tata Motors",8,803,11634
2021-10-01,2022,Q3,Haryana,4-Wheelers,"KIA Motors",8,0,11634
2021-10-01,2022,Q3,Haryana,4-Wheelers,"Volvo Auto India",8,0,11634
2021-10-01,2022,Q3,Haryana,4-Wheelers,"BMW India",8,0,11634
2021-10-01,2022,Q3,Haryana,4-Wheelers,"PCA Automobiles",8,0,11634
2021-10-01,2022,Q3,Haryana,4-Wheelers,"BYD India",8,0,11634
2021-10-01,2022,Q3,"Jammu and Kashmir",4-Wheelers,"Mercedes -Benz AG",2,3,4205
2021-10-01,2022,Q3,"Jammu and Kashmir",4-Wheelers,"Hyundai Motor",2,8,4205
2021-10-01,2022,Q3,"Jammu and Kashmir",4-Wheelers,"Mahindra & Mahindra",2,369,4205
2021-10-01,2022,Q3,"Jammu and Kashmir",4-Wheelers,"MG Motor",2,194,4205
2021-10-01,2022,Q3,"Jammu and Kashmir",4-Wheelers,"Tata Motors",2,803,4205
2021-10-01,2022,Q3,"Jammu and Kashmir",4-Wheelers,"KIA Motors",2,0,4205
2021-10-01,2022,Q3,"Jammu and Kashmir",4-Wheelers,"Volvo Auto India",2,0,4205
2021-10-01,2022,Q3,"Jammu and Kashmir",4-Wheelers,"BMW India",2,0,4205
2021-10-01,2022,Q3,"Jammu and Kashmir",4-Wheelers,"PCA Automobiles",2,0,4205
2021-10-01,2022,Q3,"Jammu and Kashmir",4-Wheelers,"BYD India",2,0,4205
2021-10-01,2022,Q3,Jharkhand,4-Wheelers,"Mercedes -Benz AG",5,3,4806
2021-10-01,2022,Q3,Jharkhand,4-Wheelers,"Hyundai Motor",5,8,4806
2021-10-01,2022,Q3,Jharkhand,4-Wheelers,"Mahindra & Mahindra",5,369,4806
2021-10-01,2022,Q3,Jharkhand,4-Wheelers,"MG Motor",5,194,4806
2021-10-01,2022,Q3,Jharkhand,4-Wheelers,"Tata Motors",5,803,4806
2021-10-01,2022,Q3,Jharkhand,4-Wheelers,"KIA Motors",5,0,4806
2021-10-01,2022,Q3,Jharkhand,4-Wheelers,"Volvo Auto India",5,0,4806
2021-10-01,2022,Q3,Jharkhand,4-Wheelers,"BMW India",5,0,4806
2021-10-01,2022,Q3,Jharkhand,4-Wheelers,"PCA Automobiles",5,0,4806
2021-10-01,2022,Q3,Jharkhand,4-Wheelers,"BYD India",5,0,4806
2021-10-01,2022,Q3,Karnataka,4-Wheelers,"Mercedes -Benz AG",163,3,18505
2021-10-01,2022,Q3,Karnataka,4-Wheelers,"Hyundai Motor",163,8,18505
2021-10-01,2022,Q3,Karnataka,4-Wheelers,"Mahindra & Mahindra",163,369,18505
2021-10-01,2022,Q3,Karnataka,4-Wheelers,"MG Motor",163,194,18505
2021-10-01,2022,Q3,Karnataka,4-Wheelers,"Tata Motors",163,803,18505
2021-10-01,2022,Q3,Karnataka,4-Wheelers,"KIA Motors",163,0,18505
2021-10-01,2022,Q3,Karnataka,4-Wheelers,"Volvo Auto India",163,0,18505
2021-10-01,2022,Q3,Karnataka,4-Wheelers,"BMW India",163,0,18505
2021-10-01,2022,Q3,Karnataka,4-Wheelers,"PCA Automobiles",163,0,18505
2021-10-01,2022,Q3,Karnataka,4-Wheelers,"BYD India",163,0,18505
2021-10-01,2022,Q3,Kerala,4-Wheelers,"Mercedes -Benz AG",158,3,14562
2021-10-01,2022,Q3,Kerala,4-Wheelers,"Hyundai Motor",158,8,14562
2021-10-01,2022,Q3,Kerala,4-Wheelers,"Mahindra & Mahindra",158,369,14562
2021-10-01,2022,Q3,Kerala,4-Wheelers,"MG Motor",158,194,14562
2021-10-01,2022,Q3,Kerala,4-Wheelers,"Tata Motors",158,803,14562
2021-10-01,2022,Q3,Kerala,4-Wheelers,"KIA Motors",158,0,14562
2021-10-01,2022,Q3,Kerala,4-Wheelers,"Volvo Auto India",158,0,14562
2021-10-01,2022,Q3,Kerala,4-Wheelers,"BMW India",158,0,14562
2021-10-01,2022,Q3,Kerala,4-Wheelers,"PCA Automobiles",158,0,14562
2021-10-01,2022,Q3,Kerala,4-Wheelers,"BYD India",158,0,14562
2021-10-01,2022,Q3,"Madhya Pradesh",4-Wheelers,"Mercedes -Benz AG",20,3,9554
2021-10-01,2022,Q3,"Madhya Pradesh",4-Wheelers,"Hyundai Motor",20,8,9554
2021-10-01,2022,Q3,"Madhya Pradesh",4-Wheelers,"Mahindra & Mahindra",20,369,9554
2021-10-01,2022,Q3,"Madhya Pradesh",4-Wheelers,"MG Motor",20,194,9554
2021-10-01,2022,Q3,"Madhya Pradesh",4-Wheelers,"Tata Motors",20,803,9554
2021-10-01,2022,Q3,"Madhya Pradesh",4-Wheelers,"KIA Motors",20,0,9554
2021-10-01,2022,Q3,"Madhya Pradesh",4-Wheelers,"Volvo Auto India",20,0,9554
2021-10-01,2022,Q3,"Madhya Pradesh",4-Wheelers,"BMW India",20,0,9554
2021-10-01,2022,Q3,"Madhya Pradesh",4-Wheelers,"PCA Automobiles",20,0,9554
2021-10-01,2022,Q3,"Madhya Pradesh",4-Wheelers,"BYD India",20,0,9554
2021-10-01,2022,Q3,Maharashtra,4-Wheelers,"Mercedes -Benz AG",298,3,33771
2021-10-01,2022,Q3,Maharashtra,4-Wheelers,"Hyundai Motor",298,8,33771
2021-10-01,2022,Q3,Maharashtra,4-Wheelers,"Mahindra & Mahindra",298,369,33771
2021-10-01,2022,Q3,Maharashtra,4-Wheelers,"MG Motor",298,194,33771
2021-10-01,2022,Q3,Maharashtra,4-Wheelers,"Tata Motors",298,803,33771
2021-10-01,2022,Q3,Maharashtra,4-Wheelers,"KIA Motors",298,0,33771
2021-10-01,2022,Q3,Maharashtra,4-Wheelers,"Volvo Auto India",298,0,33771
2021-10-01,2022,Q3,Maharashtra,4-Wheelers,"BMW India",298,0,33771
2021-10-01,2022,Q3,Maharashtra,4-Wheelers,"PCA Automobiles",298,0,33771
2021-10-01,2022,Q3,Maharashtra,4-Wheelers,"BYD India",298,0,33771
2021-10-01,2022,Q3,Odisha,4-Wheelers,"Mercedes -Benz AG",2,3,5830
2021-10-01,2022,Q3,Odisha,4-Wheelers,"Hyundai Motor",2,8,5830
2021-10-01,2022,Q3,Odisha,4-Wheelers,"Mahindra & Mahindra",2,369,5830
2021-10-01,2022,Q3,Odisha,4-Wheelers,"MG Motor",2,194,5830
2021-10-01,2022,Q3,Odisha,4-Wheelers,"Tata Motors",2,803,5830
2021-10-01,2022,Q3,Odisha,4-Wheelers,"KIA Motors",2,0,5830
2021-10-01,2022,Q3,Odisha,4-Wheelers,"Volvo Auto India",2,0,5830
2021-10-01,2022,Q3,Odisha,4-Wheelers,"BMW India",2,0,5830
2021-10-01,2022,Q3,Odisha,4-Wheelers,"PCA Automobiles",2,0,5830
2021-10-01,2022,Q3,Odisha,4-Wheelers,"BYD India",2,0,5830
2021-10-01,2022,Q3,Punjab,4-Wheelers,"Mercedes -Benz AG",5,3,8523
2021-10-01,2022,Q3,Punjab,4-Wheelers,"Hyundai Motor",5,8,8523
2021-10-01,2022,Q3,Punjab,4-Wheelers,"Mahindra & Mahindra",5,369,8523
2021-10-01,2022,Q3,Punjab,4-Wheelers,"MG Motor",5,194,8523
2021-10-01,2022,Q3,Punjab,4-Wheelers,"Tata Motors",5,803,8523
2021-10-01,2022,Q3,Punjab,4-Wheelers,"KIA Motors",5,0,8523
2021-10-01,2022,Q3,Punjab,4-Wheelers,"Volvo Auto India",5,0,8523
2021-10-01,2022,Q3,Punjab,4-Wheelers,"BMW India",5,0,8523
2021-10-01,2022,Q3,Punjab,4-Wheelers,"PCA Automobiles",5,0,8523
2021-10-01,2022,Q3,Punjab,4-Wheelers,"BYD India",5,0,8523
2021-10-01,2022,Q3,Rajasthan,4-Wheelers,"Mercedes -Benz AG",86,3,12823
2021-10-01,2022,Q3,Rajasthan,4-Wheelers,"Hyundai Motor",86,8,12823
2021-10-01,2022,Q3,Rajasthan,4-Wheelers,"Mahindra & Mahindra",86,369,12823
2021-10-01,2022,Q3,Rajasthan,4-Wheelers,"MG Motor",86,194,12823
2021-10-01,2022,Q3,Rajasthan,4-Wheelers,"Tata Motors",86,803,12823
2021-10-01,2022,Q3,Rajasthan,4-Wheelers,"KIA Motors",86,0,12823
2021-10-01,2022,Q3,Rajasthan,4-Wheelers,"Volvo Auto India",86,0,12823
2021-10-01,2022,Q3,Rajasthan,4-Wheelers,"BMW India",86,0,12823
2021-10-01,2022,Q3,Rajasthan,4-Wheelers,"PCA Automobiles",86,0,12823
2021-10-01,2022,Q3,Rajasthan,4-Wheelers,"BYD India",86,0,12823
2021-10-01,2022,Q3,"Tamil Nadu",4-Wheelers,"Mercedes -Benz AG",119,3,14796
2021-10-01,2022,Q3,"Tamil Nadu",4-Wheelers,"Hyundai Motor",119,8,14796
2021-10-01,2022,Q3,"Tamil Nadu",4-Wheelers,"Mahindra & Mahindra",119,369,14796
2021-10-01,2022,Q3,"Tamil Nadu",4-Wheelers,"MG Motor",119,194,14796
2021-10-01,2022,Q3,"Tamil Nadu",4-Wheelers,"Tata Motors",119,803,14796
2021-10-01,2022,Q3,"Tamil Nadu",4-Wheelers,"KIA Motors",119,0,14796
2021-10-01,2022,Q3,"Tamil Nadu",4-Wheelers,"Volvo Auto India",119,0,14796
2021-10-01,2022,Q3,"Tamil Nadu",4-Wheelers,"BMW India",119,0,14796
2021-10-01,2022,Q3,"Tamil Nadu",4-Wheelers,"PCA Automobiles",119,0,14796
2021-10-01,2022,Q3,"Tamil Nadu",4-Wheelers,"BYD India",119,0,14796
2021-10-01,2022,Q3,"Uttar Pradesh",4-Wheelers,"Mercedes -Benz AG",10,3,23095
2021-10-01,2022,Q3,"Uttar Pradesh",4-Wheelers,"Hyundai Motor",10,8,23095
2021-10-01,2022,Q3,"Uttar Pradesh",4-Wheelers,"Mahindra & Mahindra",10,369,23095
2021-10-01,2022,Q3,"Uttar Pradesh",4-Wheelers,"MG Motor",10,194,23095
2021-10-01,2022,Q3,"Uttar Pradesh",4-Wheelers,"Tata Motors",10,803,23095
2021-10-01,2022,Q3,"Uttar Pradesh",4-Wheelers,"KIA Motors",10,0,23095
2021-10-01,2022,Q3,"Uttar Pradesh",4-Wheelers,"Volvo Auto India",10,0,23095
2021-10-01,2022,Q3,"Uttar Pradesh",4-Wheelers,"BMW India",10,0,23095
2021-10-01,2022,Q3,"Uttar Pradesh",4-Wheelers,"PCA Automobiles",10,0,23095
2021-10-01,2022,Q3,"Uttar Pradesh",4-Wheelers,"BYD India",10,0,23095
2021-10-01,2022,Q3,Uttarakhand,4-Wheelers,"Mercedes -Benz AG",13,3,3523
2021-10-01,2022,Q3,Uttarakhand,4-Wheelers,"Hyundai Motor",13,8,3523
2021-10-01,2022,Q3,Uttarakhand,4-Wheelers,"Mahindra & Mahindra",13,369,3523
2021-10-01,2022,Q3,Uttarakhand,4-Wheelers,"MG Motor",13,194,3523
2021-10-01,2022,Q3,Uttarakhand,4-Wheelers,"Tata Motors",13,803,3523
2021-10-01,2022,Q3,Uttarakhand,4-Wheelers,"KIA Motors",13,0,3523
2021-10-01,2022,Q3,Uttarakhand,4-Wheelers,"Volvo Auto India",13,0,3523
2021-10-01,2022,Q3,Uttarakhand,4-Wheelers,"BMW India",13,0,3523
2021-10-01,2022,Q3,Uttarakhand,4-Wheelers,"PCA Automobiles",13,0,3523
2021-10-01,2022,Q3,Uttarakhand,4-Wheelers,"BYD India",13,0,3523
2021-10-01,2022,Q3,"West Bengal",4-Wheelers,"Mercedes -Benz AG",33,3,7120
2021-10-01,2022,Q3,"West Bengal",4-Wheelers,"Hyundai Motor",33,8,7120
2021-10-01,2022,Q3,"West Bengal",4-Wheelers,"Mahindra & Mahindra",33,369,7120
2021-10-01,2022,Q3,"West Bengal",4-Wheelers,"MG Motor",33,194,7120
2021-10-01,2022,Q3,"West Bengal",4-Wheelers,"Tata Motors",33,803,7120
2021-10-01,2022,Q3,"West Bengal",4-Wheelers,"KIA Motors",33,0,7120
2021-10-01,2022,Q3,"West Bengal",4-Wheelers,"Volvo Auto India",33,0,7120
2021-10-01,2022,Q3,"West Bengal",4-Wheelers,"BMW India",33,0,7120
2021-10-01,2022,Q3,"West Bengal",4-Wheelers,"PCA Automobiles",33,0,7120
2021-10-01,2022,Q3,"West Bengal",4-Wheelers,"BYD India",33,0,7120
2021-11-01,2022,Q3,"Andhra Pradesh",4-Wheelers,"Mercedes -Benz AG",34,2,7374
2021-11-01,2022,Q3,"Andhra Pradesh",4-Wheelers,"Hyundai Motor",34,7,7374
2021-11-01,2022,Q3,"Andhra Pradesh",4-Wheelers,"Mahindra & Mahindra",34,462,7374
2021-11-01,2022,Q3,"Andhra Pradesh",4-Wheelers,"MG Motor",34,118,7374
2021-11-01,2022,Q3,"Andhra Pradesh",4-Wheelers,"Tata Motors",34,1036,7374
2021-11-01,2022,Q3,"Andhra Pradesh",4-Wheelers,"KIA Motors",34,0,7374
2021-11-01,2022,Q3,"Andhra Pradesh",4-Wheelers,"Volvo Auto India",34,0,7374
2021-11-01,2022,Q3,"Andhra Pradesh",4-Wheelers,"BMW India",34,0,7374
2021-11-01,2022,Q3,"Andhra Pradesh",4-Wheelers,"PCA Automobiles",34,0,7374
2021-11-01,2022,Q3,"Andhra Pradesh",4-Wheelers,"BYD India",34,0,7374
2021-11-01,2022,Q3,Bihar,4-Wheelers,"Mercedes -Benz AG",11,2,6992
2021-11-01,2022,Q3,Bihar,4-Wheelers,"Hyundai Motor",11,7,6992
2021-11-01,2022,Q3,Bihar,4-Wheelers,"Mahindra & Mahindra",11,462,6992
2021-11-01,2022,Q3,Bihar,4-Wheelers,"MG Motor",11,118,6992
2021-11-01,2022,Q3,Bihar,4-Wheelers,"Tata Motors",11,1036,6992
2021-11-01,2022,Q3,Bihar,4-Wheelers,"KIA Motors",11,0,6992
2021-11-01,2022,Q3,Bihar,4-Wheelers,"Volvo Auto India",11,0,6992
2021-11-01,2022,Q3,Bihar,4-Wheelers,"BMW India",11,0,6992
2021-11-01,2022,Q3,Bihar,4-Wheelers,"PCA Automobiles",11,0,6992
2021-11-01,2022,Q3,Bihar,4-Wheelers,"BYD India",11,0,6992
2021-11-01,2022,Q3,Chandigarh,4-Wheelers,"Mercedes -Benz AG",16,2,1919
2021-11-01,2022,Q3,Chandigarh,4-Wheelers,"Hyundai Motor",16,7,1919
2021-11-01,2022,Q3,Chandigarh,4-Wheelers,"Mahindra & Mahindra",16,462,1919
2021-11-01,2022,Q3,Chandigarh,4-Wheelers,"MG Motor",16,118,1919
2021-11-01,2022,Q3,Chandigarh,4-Wheelers,"Tata Motors",16,1036,1919
2021-11-01,2022,Q3,Chandigarh,4-Wheelers,"KIA Motors",16,0,1919
2021-11-01,2022,Q3,Chandigarh,4-Wheelers,"Volvo Auto India",16,0,1919
2021-11-01,2022,Q3,Chandigarh,4-Wheelers,"BMW India",16,0,1919
2021-11-01,2022,Q3,Chandigarh,4-Wheelers,"PCA Automobiles",16,0,1919
2021-11-01,2022,Q3,Chandigarh,4-Wheelers,"BYD India",16,0,1919
2021-11-01,2022,Q3,Chhattisgarh,4-Wheelers,"Mercedes -Benz AG",14,2,4824
2021-11-01,2022,Q3,Chhattisgarh,4-Wheelers,"Hyundai Motor",14,7,4824
2021-11-01,2022,Q3,Chhattisgarh,4-Wheelers,"Mahindra & Mahindra",14,462,4824
2021-11-01,2022,Q3,Chhattisgarh,4-Wheelers,"MG Motor",14,118,4824
2021-11-01,2022,Q3,Chhattisgarh,4-Wheelers,"Tata Motors",14,1036,4824
